total_oos_rows,oos_start,oos_end,num_folds,overall_ic,overall_median_ic,mean_fold_ic,median_fold_ic,positive_ic_fold_fraction,top_k_return,bottom_k_return,long_short_return,hit_rate,overall_sharpe,mean_fold_sharpe,positive_sharpe_fold_fraction
18203,2019-04-16,2026-07-15,29,0.00856506762567045,0.006060606060606061,0.00833590102063107,0.017062937062937066,0.6206896551724138,0.0016433346,0.0010729964,0.0005703382700042904,0.5112575507962658,0.40342101857716095,0.21316627151558154,0.4482758620689655
