scheme,mean_validation_sharpe,median_validation_sharpe,validation_positive_pct,mean_test_sharpe,median_test_sharpe,test_positive_pct,mean_test_cagr,mean_test_return,mean_test_max_dd,mean_test_hit_rate,total_cost
equal_weight,0.9467627244236136,0.7238077650230507,72.41379310344827,0.9802111518140049,1.3835087748655717,65.51724137931035,0.3061750986323953,0.049720664292582754,-0.07683515380329664,0.5264367816091954,0.17400000000000002
ic_weighted,0.41633957454711257,0.4347435067964879,58.620689655172406,0.7431700096479597,0.9785867996148737,65.51724137931035,0.2143833342641381,0.03616476468547632,-0.07810767090381297,0.5229885057471264,0.17400000000000002
icir_weighted,0.4022597861304326,0.4347435067964879,62.06896551724138,0.7991136694338716,1.2918478428872677,65.51724137931035,0.23133138233867662,0.03950777321894285,-0.07685948152968941,0.5224137931034483,0.17400000000000002
