Date,Ticker,prediction,actual_target,actual_return,portfolio_side
2025-12-18,TSLA,-0.11387576907873154,-0.94697016,-0.0044892794,SHORT
2025-12-18,XOM,-0.12122137099504471,-0.57046497,0.0012871018,SHORT
2025-12-19,AAPL,0.006426364183425903,-1.957396,-0.00986607,LONG
2025-12-19,GOOGL,0.0007002353668212891,0.14959481,0.008529808,LONG
2025-12-19,TSLA,-0.11607412993907928,0.9649273,0.015648376,SHORT
2025-12-19,XOM,-0.1274537593126297,0.6056766,0.012511802,SHORT
2025-12-22,AAPL,0.006437450647354126,-0.5772369,0.0051297327,LONG
2025-12-22,GOOGL,0.0018655061721801758,0.34607336,0.014752303,LONG
2025-12-22,TSLA,-0.12232481688261032,-1.691818,-0.0064862263,SHORT
2025-12-22,XOM,-0.12458613514900208,-0.038054276,0.0107489955,SHORT
2025-12-23,AAPL,0.0071228742599487305,0.88595533,0.0053237663,LONG
2025-12-23,GOOGL,0.0026137977838516235,-0.7150855,-0.0008271873,LONG
2025-12-23,XOM,-0.12036130577325821,-0.93570405,-0.0016747701,SHORT
2025-12-23,TSLA,-0.12816300988197327,-0.585548,-0.000329524,SHORT
2025-12-24,AAPL,0.0052918195724487305,0.060507633,-0.001497343,LONG
2025-12-24,GOOGL,0.0008707046508789062,0.017719999,-0.0018463572,LONG
2025-12-24,XOM,-0.11723914742469788,0.13096376,-0.0009226395,SHORT
2025-12-24,TSLA,-0.12937031686306,-2.3346233,-0.021034181,SHORT
2025-12-26,AAPL,0.00474923849105835,0.6377057,0.0013168127,LONG
2025-12-26,GOOGL,0.0013027787208557129,0.53956974,0.00015946316,LONG
2025-12-26,XOM,-0.11754396557807922,1.5369382,0.011921757,SHORT
2025-12-26,TSLA,-0.13456939160823822,-2.2487178,-0.03272373,SHORT
2025-12-29,AAPL,0.003635406494140625,-0.46073923,-0.0024840666,LONG
2025-12-29,GOOGL,0.0012961924076080322,0.13799968,0.0009247389,LONG
2025-12-29,XOM,-0.11823132634162903,0.645914,0.003816452,SHORT
2025-12-29,TSLA,-0.13493682444095612,-2.0153604,-0.011335005,SHORT
2025-12-30,AAPL,0.0016497969627380371,0.80567,-0.0044675064,LONG
2025-12-30,GOOGL,-0.0023269057273864746,1.4416971,-0.002708327,LONG
2025-12-30,XOM,-0.11761826276779175,0.47853503,-0.005372325,SHORT
2025-12-30,TSLA,-0.1306002289056778,-1.3264153,-0.010364614,SHORT
