Date,base_return,realized_volatility,exposure_multiplier,gross_return,turnover,transaction_cost,net_return,equity_curve,high_water_mark,drawdown
2025-02-10,0.011285514399999998,,1.0,0.011285514399999998,0.0,0.0,0.011285514399999998,1.0455720161319768,1.0455720161319768,0.0
2025-02-11,-0.004005997500000001,,1.0,-0.004005997500000001,0.0,0.0,-0.004005997500000001,1.0413834572492822,1.0455720161319768,-0.004005997499999969
2025-02-12,-0.004895308000000001,,1.0,-0.004895308000000001,0.0,0.0,-0.004895308000000001,1.036285564479942,1.0455720161319768,-0.008881694908390303
2025-02-13,0.0051722162425,,1.0,0.0051722162425,0.0,0.0,0.0051722162425,1.0416454575084135,1.0455720161319768,-0.003755416712556414
2025-02-14,-0.0005304588749999997,,1.0,-0.0005304588749999997,0.5,0.0005,-0.0010304588749999997,1.0405720847021205,1.0455720161319768,-0.004782005785075705
2025-02-18,0.006483576975,,1.0,0.006483576975,1.0,0.001,0.0054835769749999996,1.0462781418266207,1.0462781418266207,0.0
2025-02-19,-0.005775639050000001,,1.0,-0.005775639050000001,0.5,0.0005,-0.00627563905,1.039712077862612,1.0462781418266207,-0.006275639050000059
2025-02-20,-0.0067177882500000004,0.16013782329977305,1.5,-0.010076682375,0.5,0.0005,-0.010576682375,1.028715373453608,1.0462781418266207,-0.016785945984067907
2025-02-21,-0.0007079511249999991,0.16305596399976602,1.5,-0.0010619266874999987,0.0,0.0,-0.0010619266874999987,1.027622953144696,1.0462781418266207,-0.017830047227552548
2025-02-24,-0.004908279500000001,0.16126958425320892,1.5,-0.007362419250000002,0.75,0.00075,-0.008112419250000003,1.0192864449178634,1.0462781418266207,-0.025797821659195197
2025-02-25,-0.00755733155,0.16276946514346646,1.5,-0.011335997325,0.75,0.00075,-0.012085997325,1.0069673516711772,1.0462781418266207,-0.03757202658063141
2025-02-26,-0.023156304675,0.10257536648965135,1.5,-0.0347344570125,0.75,0.00075,-0.0354844570125,0.9712356619678103,1.0462781418266207,-0.0717232606310586
2025-02-27,0.005104872249999999,0.12899636842073897,1.5,0.007657308374999998,0.75,0.00075,0.006907308374999998,0.9779442861898192,1.0462781418266207,-0.06531136693489781
2025-02-28,-0.014579562499999995,0.12818906978554148,1.5,-0.021869343749999992,0.0,0.0,-0.021869343749999992,0.9565572864267857,1.0462781418266207,-0.08575239395061607
2025-03-03,0.01051640562,0.1352406839478156,1.5,0.01577460843,0.75,0.00075,0.01502460843,0.9709291850962116,1.0462781418266207,-0.07201618166165913
2025-03-04,0.002793422250000001,0.14155635349585421,1.5,0.004190133375000002,0.0,0.0,0.004190133375000002,0.9749975078794448,1.0462781418266207,-0.06812780569297971
2025-03-05,-0.0144309798,0.141899527177533,1.5,-0.0216464697,0.75,0.00075,-0.0223964697,0.9531610057366474,1.0462781418266207,-0.08899845305704934
2025-03-06,0.002892411925,0.14930535776856108,1.5,0.0043386178875,0.75,0.00075,0.0035886178875000002,0.9565815363715015,1.0462781418266207,-0.08572921661014965
2025-03-07,-0.02174022575,0.14544338837484172,1.5,-0.032610338625,0.0,0.0,-0.032610338625,0.9253870885480041,1.0462781418266207,-0.11554389645143659
2025-03-10,0.013099838862500001,0.16157774151558865,1.5,0.01964975829375,0.0,0.0,0.01964975829375,0.9435707211661295,1.0462781418266207,-0.09816454779527539
2025-03-11,0.0189633938,0.16357232046575104,1.5,0.028445090699999998,0.75,0.00075,0.027695090699999998,0.9697029978706898,1.0462781418266207,-0.07318813314999006
2025-03-12,-0.0047674581249999995,0.17413555054717456,1.435663190051897,-0.006844464140176335,0.7821684049740516,0.0007821684049740517,-0.007626632545150386,0.9623074294279993,1.0462781418266207,-0.08025658669693991
2025-03-13,0.0038228522500000023,0.1742612840573053,1.4346273261580482,0.0054843683017147815,0.0010358638938487985,1.0358638938487985e-06,0.005483332437820933,0.967584080970938,1.0462781418266207,-0.07521332780430312
2025-03-14,-0.0080455147425,0.17524247751286243,1.4265947591482238,-0.011477689166300271,0.008032567009824465,8.032567009824465e-06,-0.011485721733310096,0.9564706794633252,1.0462781418266207,-0.0858351701838167
2025-03-17,-0.006510285524999999,0.1745458863377934,1.4322881234575906,-0.009324604637775364,0.005693364309366844,5.6933643093668445e-06,-0.00933029800208473,0.9475465229936759,1.0462781418266207,-0.09436460046902673
2025-03-18,0.0008269547499999987,0.174958364305325,1.4289113926769321,0.0011816450635033025,0.0033767307806584768,3.3767307806584767e-06,0.001178268332722644,0.9486629870555008,1.0462781418266207,-0.09329751895676686
2025-03-19,-0.0010673393000000002,0.17212335495676676,1.4524467063914364,-0.0015502534508871413,0.7379910100529703,0.0007379910100529703,-0.0022882444609401116,0.9464922142300721,1.0462781418266207,-0.09537227588673469
2025-03-20,0.00318659115,0.17194355069511771,1.453965554330609,0.004633193767834763,0.7277422011348907,0.0007277422011348907,0.003905451566699872,0.9501886937310062,1.0462781418266207,-0.0918392961243164
2025-03-21,-0.0016822495000000002,0.17255003390401055,1.4488551195479613,-0.0024373358004319986,0.00511043478264761,5.1104347826476105e-06,-0.002442446235214646,0.9478679089332595,1.0462781418266207,-0.09405742981646736
2025-03-24,0.002995175,0.17246445222340717,1.4495740819456218,0.004341728050891478,0.0007189623976604498,7.189623976604498e-07,0.004341009088493818,0.9519826121406304,1.0462781418266207,-0.09012472488564716
2025-03-25,-0.008025302,0.17319700386894352,1.44344298351242,-0.011584065862468192,0.006131098433201698,6.131098433201698e-06,-0.011590196960901394,0.9409489461625671,1.0462781418266207,-0.10067035853407691
2025-03-26,0.0017380600000000003,0.1734051906911713,1.441710014582213,0.0025057785079447615,0.7225879762213134,0.0007225879762213134,0.001783190531723448,0.9426268374141993,1.0462781418266207,-0.0990666824325166
2025-03-27,0.002939451375000001,0.1545987321776582,1.5,0.004409177062500002,0.7791449927088934,0.0007791449927088933,0.0036300320697911087,0.9460486030638585,1.0462781418266207,-0.0957962655970035
2025-03-28,-0.007822338514999999,0.1537003705985122,1.5,-0.011733507772499999,0.0,0.0,-0.011733507772499999,0.9349481344266459,1.0462781418266207,-0.10640574714254458
2025-03-31,0.0012977663625000002,0.14744097828898106,1.5,0.0019466495437500003,0.0,0.0,0.0019466495437500003,0.9367681507859574,1.0462781418266207,-0.10466623229792205
2025-04-01,0.007568988675000001,0.14181622100789837,1.5,0.011353483012500002,0.0,0.0,0.011353483012500002,0.9474037320725568,1.0462781418266207,-0.0945010755757989
2025-04-02,-0.018949469999999996,0.14448806200008849,1.5,-0.028424204999999994,0.75,0.00075,-0.029174204999999995,0.9197639813753069,1.0462781418266207,-0.12091828682423011
2025-04-03,0.013112875,0.1509147950736891,1.5,0.0196693125,0.0,0.0,0.0196693125,0.9378551065512221,1.0462781418266207,-0.10362735389474043
2025-04-04,0.032007877000000004,0.15854634473805526,1.5,0.048011815500000006,0.0,0.0,0.048011815500000006,0.9828832328926922,1.0462781418266207,-0.06059087579068789
2025-04-07,0.001633293499999998,0.1765967280032402,1.41565476793779,0.002312179730716798,0.7921726160311051,0.0007921726160311051,0.0015200071146856929,0.9843772223995944,1.0462781418266207,-0.059162967238289066
2025-04-08,0.01592505875,0.17186684745904754,1.4546144512225956,0.023164820594318843,0.03895968328480559,3.895968328480559e-05,0.023125860911034038,1.0071417931287974,1.0462781418266207,-0.03740530087869187
2025-04-09,0.006675450749999999,0.16810723485180798,1.487145988811149,0.009927369806368875,0.032531537588553316,3.2531537588553315e-05,0.00989483826878032,1.017107298285536,1.0462781418266207,-0.02788058201250143
2025-04-10,0.011171625150000001,0.16734595275775693,1.493911241235034,0.016689416394449024,0.7503382468294595,0.0007503382468294595,0.015939078147619565,1.0333190509974235,1.0462781418266207,-0.01238589464038009
2025-04-11,0.012144661250000001,0.17036606667409104,1.4674283728006003,0.017821420496302007,0.7601970548347338,0.0007601970548347338,0.017061223441467273,1.0509487382128155,1.0509487382128155,0.0
2025-04-14,0.009274042100000001,0.16893913909165179,1.4798228601388315,0.013723939505469936,0.01239448733823112,1.2394487338231119e-05,0.013711545018131705,1.0653588691485694,1.0653588691485694,0.0
2025-04-15,-0.0139290975,0.16584871022732095,1.5,-0.020893646249999998,0.020177139861168536,2.0177139861168535e-05,-0.020913823389861166,1.043078141912374,1.0653588691485694,-0.02091382338986114
2025-04-16,-0.005835929125,0.17773080115279197,1.4066216906605822,-0.008208944492382832,0.09337830933941782,9.337830933941782e-05,-0.00830232280172225,1.0344181704707969,1.0653588691485694,-0.029042512878782456
2025-04-17,-0.0101819995,0.18014917649851614,1.3877387888146089,-0.014129955653840953,1.4066216906605824,0.0014066216906605824,-0.015536577344501536,1.0183468525587196,1.0653588691485694,-0.04412786897566412
2025-04-21,-0.00266495025,0.18637498949126105,1.3413816987054599,-0.00357471549331054,0.04635709010914901,4.6357090109149014e-05,-0.003621072583419689,1.0146593446905074,1.0653588691485694,-0.047589151342571356
2025-04-22,0.012594418,0.1867070092260266,1.3389963292559157,0.01686387947111463,0.00238536944954415,2.38536944954415e-06,0.016861494101665087,1.0317680172462058,1.0653588691485694,-0.03153008143557223
2025-04-23,0.0085429005,0.1900866600037705,1.315189608755507,0.011235533966232227,0.023806720500408662,2.3806720500408663e-05,0.011211727245731818,1.0433359188364397,1.0653588691485694,-0.020671860862931823
2025-04-24,0.01621665625,0.1863634537006153,1.3414647294614641,0.02175407238917581,0.026275120705957056,2.6275120705957055e-05,0.02172779726846985,1.0660053101638305,1.0660053101638305,0.0
2025-04-25,-0.007017951875,0.19119856611143682,1.3075411865499649,-0.009176261121788052,0.03392354291149924,3.392354291149924e-05,-0.00921018466469955,1.0561872044036713,1.0660053101638305,-0.009210184664699583
2025-04-28,-0.0008513524249999999,0.19555333099007174,1.278423633769207,-0.001088389060786726,0.029117552780757894,2.9117552780757894e-05,-0.001117506613567484,1.0550069082175848,1.0660053101638305,-0.010317398835992031
2025-04-29,0.006399232,0.19144442208674606,1.305862021337564,0.008356514034528023,0.6666502044529605,0.0006666502044529605,0.007689863830075063,1.0631197676815665,1.0660053101638305,-0.0027068743980463994
2025-04-30,0.007435052175,0.19119127884913129,1.3075910235281945,0.009722007483493778,0.6546600128594124,0.0006546600128594125,0.009067347470634365,1.0727594440180355,1.0727594440180355,0.0
2025-05-01,-0.0011511030750000002,0.19116513542232982,1.3077698475074433,-0.0015053778928580993,0.6539743357433461,0.0006539743357433461,-0.0021593522286014453,1.070442978521842,1.0727594440180355,-0.002159352228601419
2025-05-02,0.0047676144,0.17139742557137524,1.4585983375572475,0.006954034437953995,0.15082849004980425,0.00015082849004980424,0.006803205947904191,1.077725422560214,1.077725422560214,0.0
2025-05-05,-0.00121311355,0.1690737721280529,1.4786444807693488,-0.0017937636552540115,0.7493453119907252,0.0007493453119907252,-0.0025431089672447366,1.0749846493738735,1.077725422560214,-0.002543108967244745
2025-05-06,0.004353200325000001,0.13722464422621328,1.5,0.006529800487500001,0.7606777596153256,0.0007606777596153256,0.005769122727884675,1.0811863677467035,1.0811863677467035,0.0
2025-05-07,-0.00582147475,0.1370743283406463,1.5,-0.008732212125,0.75,0.00075,-0.009482212125,1.070934329261071,1.0811863677467035,-0.009482212125000111
2025-05-08,-0.014936619525,0.1328802370421864,1.5,-0.0224049292875,0.75,0.00075,-0.0231549292875,1.0461369205954747,1.0811863677467035,-0.032417581461256506
2025-05-09,0.008221186250000002,0.14551519127700255,1.5,0.012331779375000003,0.0,0.0,0.012331779375000003,1.0590376502963,1.0811863677467035,-0.020485568548707866
2025-05-12,0.015153137730000002,0.14326428954338194,1.5,0.022729706595000003,1.5,0.0015,0.021229706595,1.0815207088851486,1.0815207088851486,0.0
2025-05-13,0.01968446525,0.14663821273330382,1.5,0.029526697875,0.0,0.0,0.029526697875,1.1134544441019563,1.1134544441019563,0.0
2025-05-14,-0.006172777275,0.15818988372112236,1.5,-0.0092591659125,0.0,0.0,-0.0092591659125,1.1031447846680058,1.1134544441019563,-0.009259165912499978
2025-05-15,0.004726053775,0.15002376154351815,1.5,0.0070890806625,0.0,0.0,0.0070890806625,1.1109650670289335,1.1134544441019563,-0.002235724224021185
2025-05-16,0.0022833032999999997,0.14701013429858467,1.5,0.0034249549499999997,0.0,0.0,0.0034249549499999997,1.1147700723345313,1.1147700723345313,0.0
2025-05-19,-0.00116826515,0.13871832915556917,1.5,-0.0017523977249999999,0.75,0.00075,-0.002502397725,1.1119804742416233,1.1147700723345313,-0.0025023977250000495
2025-05-20,0.005883438175,0.1379317007493364,1.5,0.008825157262500001,0.0,0.0,0.008825157262500001,1.121793876799635,1.121793876799635,0.0
2025-05-21,0.0037661587,0.13413372294609194,1.5,0.00564923805,0.75,0.00075,0.00489923805,1.1272898120451087,1.1272898120451087,0.0
2025-05-22,-0.0074832973099999995,0.13270571387183547,1.5,-0.011224945965,0.0,0.0,-0.011224945965,1.1146360448180073,1.1272898120451087,-0.011224945965000122
2025-05-23,-0.010535347750000002,0.12804932089919185,1.5,-0.015803021625000004,0.75,0.00075,-0.016553021625000004,1.0961854502641302,1.1272898120451087,-0.027592160816702127
2025-05-27,0.003117558175,0.13183042323111022,1.5,0.0046763372625,0.0,0.0,0.0046763372625,1.1013115831318108,1.1272898120451087,-0.023044853803982024
2025-05-28,-0.0029542417,0.13157738384927734,1.5,-0.00443136255,0.0,0.0,-0.00443136255,1.0964312722264393,1.1272898120451087,-0.02737409625186482
2025-05-29,0.0083539845375,0.13149164041377395,1.5,0.01253097680625,0.0,0.0,0.01253097680625,1.110170627068356,1.1272898120451087,-0.01518614361083892
2025-05-30,-0.001097802425000001,0.13209033311504112,1.5,-0.0016467036375000016,0.75,0.00075,-0.0023967036375000016,1.1075098770882157,1.1272898120451087,-0.017546450562707205
2025-06-02,0.0059617165,0.13207658079498102,1.5,0.008942574750000001,0.75,0.00075,0.00819257475,1.1165832345426243,1.1272898120451087,-0.009497626420539307
2025-06-03,0.013172324450000002,0.13254203297303013,1.5,0.019758486675000003,0.0,0.0,0.019758486675000003,1.1386452295038632,1.1386452295038632,0.0
2025-06-04,0.034336902425,0.13833736665205007,1.5,0.0515053536375,0.75,0.00075,0.0507553536375,1.1964375707949841,1.1964375707949841,0.0
2025-06-05,-0.0029286357500000002,0.17932462741371996,1.394119723573856,-0.004082868862238513,0.10588027642614395,0.00010588027642614395,-0.004188749138664657,1.1914259939508507,1.1964375707949841,-0.004188749138664627
2025-06-06,-0.014831278425,0.17756756575063365,1.4079147784854278,-0.02088117607838958,0.7108549166984998,0.0007108549166984998,-0.02159203099508808,1.1657006869611102,1.1964375707949841,-0.025690336532520064
2025-06-09,-0.01899836665,0.1774199284684943,1.4090863532525562,-0.026770339180603484,0.0011715747671283694,1.1715747671283693e-06,-0.02677151075537061,1.134493118482588,1.1964375707949841,-0.05177407816710122
2025-06-10,-0.005829212875,0.19409975217559516,1.2879975229120018,-0.007508011743526748,0.7650875917965553,0.0007650875917965552,-0.008273099335323303,1.1251073442181407,1.1964375707949841,-0.05961884541075335
2025-06-11,0.0031546185500000005,0.19022861184469927,1.3142081917944999,0.0041458255403968875,0.026210668882498123,2.6210668882498124e-05,0.004119614871514389,1.1297423531654318,1.1964375707949841,-0.055744837221415655
2025-06-12,-0.0071554062499999994,0.17787806831508293,1.4054571334627068,-0.010056616756886136,0.09124894166820696,9.124894166820697e-05,-0.010147865698554344,1.1182778794915402,1.1964375707949841,-0.06532701179845934
2025-06-13,-0.0033407384,0.17841046944659314,1.401263058022708,-0.004681253306437888,0.0041940754399989455,4.1940754399989455e-06,-0.004685447381877887,1.1130382473288647,1.1964375707949841,-0.0697063729039401
2025-06-16,-0.00571383,0.17822709930729844,1.4027047568616433,-0.008014816520898763,0.0014416988389354124,1.4416988389354125e-06,-0.008016258219737699,1.1041158453298323,1.1964375707949841,-0.07716384683891842
2025-06-17,0.0046515084499999994,0.17923637252607102,1.394806179552847,0.006487952730302285,0.007898577308796284,7.898577308796284e-06,0.006480054152993488,1.1112705757987478,1.1964375707949841,-0.07118381859209455
2025-06-18,0.0056295730000000006,0.1800144287887386,1.3887775645661997,0.007818224680487635,0.006028614986647307,6.028614986647307e-06,0.007812196065500988,1.11995203941871,1.1964375707949841,-0.06392772447412587
2025-06-20,-0.009068490300000003,0.17990803784425882,1.3895988361365919,-0.012601563566395977,1.389598836136592,0.0013895988361365922,-0.01399116240253257,1.104282608552155,1.1964375707949841,-0.07702446370151672
2025-06-23,0.022075648,0.18215924549561063,1.3724255352497279,0.030297183022384586,0.017173300886863974,1.7173300886863974e-05,0.030280009721497723,1.1377202966743951,1.1964375707949841,-0.049076755489694146
2025-06-24,0.021354509874999997,0.1969176734994216,1.2695660859548714,0.027110961519488396,0.10285944929485646,0.00010285944929485647,0.02700810207019354,1.168447962574308,1.1964375707949841,-0.023394123441040193
2025-06-25,0.004433524175,0.20473614580126878,1.2210838443870458,0.005413704743791906,0.6590241637613485,0.0006590241637613486,0.004754680580030557,1.1740035594107363,1.1964375707949841,-0.018750674445421667
2025-06-26,0.009466050825,0.20484252148045468,1.2204497298372403,0.011552839171996837,0.0006341145498054424,6.341145498054424e-07,0.011552205057447033,1.1875658892672218,1.1964375707949841,-0.007415081024133574
2025-06-27,0.005743260325000001,0.20515196674169944,1.2186088389528693,0.00699878779645233,0.0018408908843710048,1.8408908843710049e-06,0.006996946905567959,1.1958752247412883,1.1964375707949841,-0.0004700170467918374
2025-06-30,0.0067530146,0.20448713469425256,1.2225708007195557,0.008256038466792851,0.003961961766686395,3.961961766686395e-06,0.008252076505026166,1.205743678586319,1.205743678586319,0.0
2025-07-01,-0.013069704075,0.20427343131081116,1.2238498095213068,-0.0159953548426886,0.0012790088017511358,1.279008801751136e-06,-0.01599663385149035,1.1864558384412245,1.205743678586319,-0.015996633851490416
2025-07-02,0.0028395484000000005,0.21217899963191209,1.1782504415314417,0.0033456991560498993,0.04559936798986519,4.559936798986519e-05,0.0033000997880600342,1.190371261102207,1.205743678586319,-0.01274932455141331
2025-07-03,0.01502504225,0.20841723229193282,1.1995169365353708,0.018022792651034517,0.021266495003929187,2.1266495003929186e-05,0.018001526156030588,1.2117997604943256,1.2117997604943256,0.0
2025-07-07,-0.00799346755,0.17764807351702377,1.4072767300572095,-0.011249020875582412,0.8075182617895241,0.0008075182617895241,-0.012056539137371937,1.1971896492552678,1.2117997604943256,-0.012056539137371924
2025-07-08,0.01044241835,0.18003099129966907,1.3886497996551306,0.014500862149642559,0.018626930402078967,1.862693040207897e-05,0.01448223521924048,1.2145276313578226,1.2145276313578226,0.0
2025-07-09,-0.013438458124999999,0.17323204991594648,1.4431509649704077,-0.019393723810808165,0.054501165315277156,5.450116531527716e-05,-0.019448224976123443,1.1909072247434573,1.2145276313578226,-0.01944822497612342
2025-07-10,-0.0018578096249999999,0.1652240142449387,1.5,-0.0027867144375,0.056849035029592265,5.684903502959227e-05,-0.002843563472529592,1.1875208044600052,1.2145276313578226,-0.022236486186505422
2025-07-11,-0.0008703679150000002,0.16322233522565732,1.5,-0.0013055518725000003,0.0,0.0,-0.0013055518725000003,1.1859704344501096,1.2145276313578226,-0.023513007172826894
2025-07-14,0.018538453250000003,0.16363189027149003,1.5,0.027807679875000005,0.0,0.0,0.027807679875000005,1.218949520632513,1.218949520632513,0.0
2025-07-15,-0.0063721694625000005,0.16927003074415925,1.476930079713041,-0.009411248752195131,0.02306992028695909,2.306992028695909e-05,-0.00943431867248209,1.2074495624091965,1.218949520632513,-0.009434318672482123
2025-07-16,0.008410292074999999,0.17124440406687755,1.4599017197803752,0.012278199864147759,0.017028359932665715,1.7028359932665717e-05,0.012261171504215093,1.2222543085765851,1.2222543085765851,0.0
2025-07-17,-0.0009640241499999994,0.16856152947888736,1.4831379424052566,-0.0014297807942599756,0.023236222624881453,2.3236222624881453e-05,-0.001453017016884857,1.2204783522672626,1.2222543085765851,-0.0014530170168847167
2025-07-18,-0.00125847965225,0.16950906954215172,1.4748473381115024,-0.0018560653651884017,0.008290604293754278,8.290604293754278e-06,-0.001864355969482156,1.2182029461655894,1.2222543085765851,-0.0033146640454176923
2025-07-21,-0.012582080124999999,0.17031348449537356,1.467881423134121,-0.01846900167987254,0.0069659149773813045,6.965914977381305e-06,-0.01847596759484992,1.1956954680082832,1.2222543085765851,-0.021729390014776806
2025-07-22,0.0023692756000000003,0.17416810738926933,1.4353948248472657,0.0034008459348769007,0.032486598286855406,3.248659828685541e-05,0.0033683593365900454,1.1997230000016674,1.2222543085765851,-0.01843422307192133
2025-07-23,0.0253457715,0.1594695607827258,1.5,0.03801865725,0.06460517515273434,6.460517515273434e-05,0.03795405207484726,1.2452573492191228,1.2452573492191228,0.0
2025-07-24,-0.0068914279,0.16626334320622613,1.5,-0.01033714185,0.0,0.0,-0.01033714185,1.2323849473604898,1.2452573492191228,-0.010337141850000009
2025-07-25,-0.005799101899999999,0.16939031536943902,1.4758813067603769,-0.008558786090208582,0.024118693239623124,2.4118693239623125e-05,-0.008582904783448206,1.2218075047007397,1.2452573492191228,-0.018831323929216714
2025-07-28,-0.0015793334999999998,0.16911117765752717,1.4783174208997796,-0.002334756226460622,0.002436114139402701,2.436114139402701e-06,-0.0023371923406000244,1.2189519055590656,1.2452573492191228,-0.021124503843765963
2025-07-29,0.00953423075,0.16850908319614252,1.4835995499957888,0.014144980450256013,0.005282129096009225,5.282129096009225e-06,0.014139698321160004,1.236187517771674,1.2452573492191228,-0.0072834996341409886
2025-07-30,0.016936585450000003,0.17008261735779145,1.4698738994243703,0.024894644898325557,0.013725650571418502,1.3725650571418502e-05,0.024880919247754138,1.2669449995764326,1.2669449995764326,0.0
2025-07-31,-0.0011805262500000002,0.1705309454763508,1.4660095814379328,-0.0017306627936389926,0.0038643179864374932,3.864317986437494e-06,-0.00173452711162543,1.264747449125729,1.2669449995764326,-0.0017345271116254724
2025-08-01,0.00993484335,0.17101854570911107,1.4618297621664385,0.014523049691491322,0.7350947003547136,0.0007350947003547136,0.013787954991136608,1.2821857300294293,1.2821857300294293,0.0
2025-08-04,-0.00220611185,0.1668962894515566,1.4979362382563042,-0.003304614885761656,0.036106476089865724,3.610647608986573e-05,-0.0033407213618515215,1.2779023047712588,1.2821857300294293,-0.003340721361851484
2025-08-05,0.006993674774999999,0.16351347906654418,1.5,0.010490512162499998,0.0020637617436958244,2.0637617436958243e-06,0.010488448400756302,1.2913055171560597,1.2913055171560597,0.0
2025-08-06,0.009299665075,0.16169098153986824,1.5,0.0139494976125,0.0,0.0,0.0139494976125,1.3093185803846363,1.3093185803846363,0.0
2025-08-07,0.005527943125,0.1524933886963715,1.5,0.0082919146875,0.0,0.0,0.0082919146875,1.3201753383519443,1.3201753383519443,0.0
2025-08-08,0.0004251913749999997,0.15143645390060662,1.5,0.0006377870624999995,0.75,0.00075,-0.00011221293750000047,1.3200271975992128,1.3201753383519443,-0.00011221293749996697
2025-08-11,-0.004164426000000001,0.15099164871907872,1.5,-0.006246639000000001,0.75,0.00075,-0.006996639000000001,1.3107914438274295,1.3201753383519443,-0.0071080668240851574
2025-08-12,-0.005455291499999999,0.14272786718234995,1.5,-0.008182937249999998,0.75,0.00075,-0.008932937249999998,1.2990822261118822,1.3201753383519443,-0.015977508159176756
2025-08-13,0.002177071125,0.14199960763314648,1.5,0.0032656066875,0.0,0.0,0.0032656066875,1.3033245177170856,1.3201753383519443,-0.012764077729170986
2025-08-14,-0.004487505225,0.14035133507562583,1.5,-0.006731257837499999,0.75,0.00075,-0.007481257837499999,1.2935740109541087,1.3201753383519443,-0.020149844210121115
2025-08-15,0.00583203645,0.141993531451151,1.5,0.008748054674999999,0.0,0.0,0.008748054674999999,1.3048902671280944,1.3201753383519443,-0.011578061473963897
2025-08-18,-0.008756341575,0.1419687042620432,1.5,-0.0131345123625,0.0,0.0,-0.0131345123625,1.2877511697827946,1.3201753383519443,-0.024560501644900312
2025-08-19,-0.0036602718250000003,0.13714519469744946,1.5,-0.0054904077375,0.0,0.0,-0.0054904077375,1.2806808907962444,1.3201753383519443,-0.029916062214132344
2025-08-20,0.00034912959999999966,0.13899147390325564,1.5,0.0005236943999999995,0.0,0.0,0.0005236943999999995,1.2813515762069414,1.3201753383519443,-0.029408034688383933
2025-08-21,-0.004216051,0.1094127163292175,1.5,-0.0063240765,0.0,0.0,-0.0063240765,1.2732482108156131,1.3201753383519443,-0.03554613252729988
2025-08-22,-0.004786406725,0.10719724201395446,1.5,-0.0071796100875,0.75,0.00075,-0.0079296100875,1.2631518489592382,1.3201753383519443,-0.04319387564373989
2025-08-25,-0.001473129625,0.10636790525672452,1.5,-0.0022096944375,0.0,0.0,-0.0022096944375,1.2603606693448752,1.3201753383519443,-0.045308124814495754
2025-08-26,0.0007527774249999996,0.10633009336923507,1.5,0.0011291661374999995,0.0,0.0,0.0011291661374999995,1.2617838259337362,1.3201753383519443,-0.04423011907729002
2025-08-27,0.0007204407499999997,0.10181805856389857,1.5,0.0010806611249999996,0.0,0.0,0.0010806611249999996,1.2631473866625766,1.3201753383519443,-0.04319725572253086
2025-08-28,-0.010754666000000003,0.08233264745888277,1.5,-0.016131999000000005,0.75,0.00075,-0.016881999000000005,1.2418229337440865,1.3201753383519443,-0.05934999869462032
2025-08-29,-0.0016633410500000003,0.09085209946891702,1.5,-0.0024950115750000004,0.0,0.0,-0.0024950115750000004,1.2387245711502946,1.3201753383519443,-0.06169693133590104
2025-09-02,0.005714073974999999,0.08228152910594973,1.5,0.0085711109625,0.0,0.0,0.0085711109625,1.2493418169015988,1.3201753383519443,-0.05365463161792683
2025-09-03,0.00017402404999999985,0.08545449369672428,1.5,0.0002610360749999998,0.0,0.0,0.0002610360749999998,1.2496679401858162,1.3201753383519443,-0.05340760133736999
2025-09-04,0.014715941750000003,0.08073510619993714,1.5,0.022073912625000004,0.0,0.0,0.022073912625000004,1.2772530011077416,1.3201753383519443,-0.032512603437801935
