feature,horizon,split,days,mean_ic,median_ic,ic_std,icir,positive_ic_pct
price_ma50_ratio,1,test,410,-0.01809312638580931,-0.036363636363636355,0.37358880382098153,-0.048430590533648,47.80487804878049
price_ma200_ratio,1,test,410,-0.032941611234294156,-0.06666666666666665,0.3783648715712529,-0.08706308040039773,42.19512195121951
momentum_5,1,test,410,-0.01950849963045085,-0.02424242424242424,0.37413212449214167,-0.05214334282823824,47.073170731707314
momentum_10,1,test,410,-0.03392091648189209,-0.05454545454545454,0.3747630980488084,-0.09051295780854682,44.146341463414636
momentum_20,1,test,410,-0.013854397634885442,-0.0303030303030303,0.35742053018125447,-0.03876217638606161,46.82926829268293
volatility_10,1,test,410,-0.013300073909830007,-0.006060606060606061,0.4004085017781266,-0.03321626251882087,49.26829268292683
volatility_20,1,test,410,-0.004453067257945302,-0.006060606060606061,0.40363741238608714,-0.011032345172418892,49.26829268292683
volatility_60,1,test,410,-0.0066962305986696235,0.0303030303030303,0.4332961429753409,-0.015454166179943838,52.6829268292683
rsi_14,1,test,410,-0.03254249815225425,-0.0303030303030303,0.3469557788511215,-0.09379436843511464,46.34146341463415
macd,1,test,410,-0.04065410199556542,-0.05454545454545454,0.36927948420453344,-0.11009033465029502,46.82926829268293
macd_signal,1,test,410,-0.025879526977087945,-0.04242424242424241,0.3643427971128261,-0.07103070839375981,47.80487804878049
macd_hist,1,test,410,-0.03891722099039171,-0.04242424242424241,0.35130180831346297,-0.11078001897350405,45.85365853658537
volume_change,1,test,410,0.003174427198817446,0.006060606060606061,0.3646525563807214,0.008705347441752566,51.21951219512195
volume_ratio_20,1,test,410,0.008311160384331117,0.006060606060606061,0.34108289110001283,0.024366981168498735,50.73170731707317
relative_strength_1d,1,test,410,0.010373244641537327,0.006060606060606061,0.37288025124317414,0.027819238500706778,51.21951219512195
relative_strength_20d,1,test,410,-0.013854397634885442,-0.0303030303030303,0.35742053018125447,-0.03876217638606161,46.82926829268293
beta_60,1,test,410,-0.02073909830007391,-0.01818181818181818,0.45122797202366827,-0.04596146423960189,48.78048780487805
return_1d,3,test,408,0.009733363042186577,0.0303030303030303,0.3642857698352939,0.026719031727721245,51.9607843137255
return_5d,3,test,408,-0.04955436720142602,-0.060606060606060594,0.35228770558968076,-0.14066448080689867,42.8921568627451
return_10d,3,test,408,-0.07368909685086156,-0.07878787878787878,0.3457942946321154,-0.21310096203078804,40.68627450980392
return_20d,3,test,408,-0.03972445038621508,-0.05454545454545454,0.3458985679254953,-0.11484421755331325,44.6078431372549
return_60d,3,test,408,-0.027956030897207367,-0.01818181818181818,0.36668105750551727,-0.07624072835228672,47.30392156862745
price_ma20_ratio,3,test,408,-0.05974450386215091,-0.04242424242424241,0.3397174142010832,-0.17586529675746135,44.36274509803921
price_ma50_ratio,3,test,408,-0.032831996434937616,-0.0303030303030303,0.3577043763386454,-0.09178528026689546,46.07843137254902
price_ma200_ratio,3,test,408,-0.056164587046939975,-0.06666666666666665,0.36317538409352396,-0.15464866151962717,44.11764705882353
momentum_5,3,test,408,-0.04955436720142602,-0.060606060606060594,0.35228770558968076,-0.14066448080689867,42.8921568627451
momentum_10,3,test,408,-0.07368909685086156,-0.07878787878787878,0.3457942946321154,-0.21310096203078804,40.68627450980392
momentum_20,3,test,408,-0.03972445038621508,-0.05454545454545454,0.3458985679254953,-0.11484421755331325,44.6078431372549
volatility_10,3,test,408,-0.012585412953060007,0.006060606060606061,0.3853859321038744,-0.032656648581733436,50.49019607843137
volatility_20,3,test,408,-0.011883541295306005,0.006060606060606061,0.3892243440931267,-0.030531341309069614,50.49019607843137
volatility_60,3,test,408,-0.01714572192513368,0.006060606060606061,0.42111763770054433,-0.04071480363243764,50.49019607843137
rsi_14,3,test,408,-0.045777629233511585,-0.04242424242424241,0.3158154882858846,-0.14495055160838866,44.6078431372549
macd,3,test,408,-0.06163101604278075,-0.07878787878787878,0.34692899077860434,-0.17764735055569658,41.66666666666667
macd_signal,3,test,408,-0.035895721925133676,-0.04242424242424241,0.3650956088002451,-0.09831868984426301,44.85294117647059
macd_hist,3,test,408,-0.06782902554961379,-0.09090909090909088,0.3483131468500761,-0.19473576051612354,41.911764705882355
volume_change,3,test,408,0.005440433749257277,0.0,0.3415860356314573,0.015926979389541112,50.0
volume_ratio_20,3,test,408,0.01128565062388592,0.0303030303030303,0.33951629313897774,0.033240380069966914,53.431372549019606
relative_strength_1d,3,test,408,0.009733363042186577,0.0303030303030303,0.3642857698352939,0.026719031727721245,51.9607843137255
relative_strength_20d,3,test,408,-0.03972445038621508,-0.05454545454545454,0.3458985679254953,-0.11484421755331325,44.6078431372549
beta_60,3,test,408,-0.04037061794414735,-0.0303030303030303,0.4187478935368681,-0.0964079308033414,46.568627450980394
return_1d,5,test,406,-0.01364755933721451,-0.0303030303030303,0.36179499319588965,-0.037721802661390615,45.320197044334975
return_5d,5,test,406,-0.07286908493805044,-0.09090909090909088,0.351589808203867,-0.20725596487085254,40.39408866995074
return_10d,5,test,406,-0.101500223914017,-0.11515151515151514,0.3364037747879639,-0.30172141789429335,35.467980295566505
return_20d,5,test,406,-0.05952754142409313,-0.06666666666666665,0.33426555088590765,-0.1780845835483993,41.13300492610838
return_60d,5,test,406,-0.045570234363337805,-0.05454545454545454,0.35556954168018173,-0.12816124279937935,45.320197044334975
price_ma20_ratio,5,test,406,-0.09267801164352887,-0.09090909090909088,0.3371218624931194,-0.2749095266564637,39.16256157635468
price_ma50_ratio,5,test,406,-0.05248544558889385,-0.07272727272727272,0.35696909910170277,-0.14703078143450285,44.08866995073892
price_ma200_ratio,5,test,406,-0.07586206896551721,-0.10303030303030303,0.3691684052212565,-0.20549447865141715,41.87192118226601
momentum_5,5,test,406,-0.07286908493805044,-0.09090909090909088,0.351589808203867,-0.20725596487085254,40.39408866995074
momentum_10,5,test,406,-0.101500223914017,-0.11515151515151514,0.3364037747879639,-0.30172141789429335,35.467980295566505
momentum_20,5,test,406,-0.05952754142409313,-0.06666666666666665,0.33426555088590765,-0.1780845835483993,41.13300492610838
volatility_10,5,test,406,-0.0215927750410509,-0.006060606060606061,0.3841707490554741,-0.0562061924135013,49.26108374384236
volatility_20,5,test,406,-0.006023287057769818,0.006060606060606061,0.3869659027640808,-0.015565420660439944,50.49261083743842
volatility_60,5,test,406,-0.01533437826541274,-0.01818181818181818,0.41570729321180705,-0.03688744103317841,47.783251231527096
rsi_14,5,test,406,-0.06441633079564113,-0.05454545454545454,0.32612368964729693,-0.19752116402616274,44.08866995073892
macd,5,test,406,-0.07613822958650543,-0.09090909090909088,0.3514813054901505,-0.21662099348449995,39.6551724137931
macd_signal,5,test,406,-0.040812061501716665,-0.07272727272727272,0.3575231112601941,-0.11415223300631586,40.88669950738916
macd_hist,5,test,406,-0.08555381400208986,-0.11515151515151514,0.3522085010963222,-0.24290672637311658,40.64039408866995
volume_change,5,test,406,0.01901776384535005,0.02424242424242424,0.3431103344978833,0.05542754599094529,52.463054187192114
volume_ratio_20,5,test,406,0.02742946708463949,0.04242424242424241,0.3447602948304653,0.07956098047232452,54.679802955665025
relative_strength_1d,5,test,406,-0.01364755933721451,-0.0303030303030303,0.36179499319588965,-0.037721802661390615,45.320197044334975
relative_strength_20d,5,test,406,-0.05952754142409313,-0.06666666666666665,0.33426555088590765,-0.1780845835483993,41.13300492610838
beta_60,5,test,406,-0.039080459770114935,-0.060606060606060594,0.4275642399086451,-0.0914025452139426,45.566502463054185
return_1d,10,test,401,-0.03534723796569183,-0.04242424242424241,0.3612956272054319,-0.0978346686316064,44.13965087281795
return_5d,10,test,401,-0.0881961762261014,-0.09090909090909088,0.37381479681599505,-0.2359354872448099,36.907730673316706
return_10d,10,test,401,-0.10254288521121437,-0.09090909090909088,0.3118474408082466,-0.3288238792194144,37.905236907730675
return_20d,10,test,401,-0.06562381923977932,-0.07878787878787878,0.31435054496901726,-0.20875999832049688,39.900249376558605
return_60d,10,test,401,-0.06848409279830724,-0.04242424242424241,0.33676058375465695,-0.20336136739862803,43.64089775561097
price_ma20_ratio,10,test,401,-0.10530491951938334,-0.10303030303030303,0.32387938336142674,-0.3251362233262943,39.15211970074813
price_ma50_ratio,10,test,401,-0.06976498148567974,-0.06666666666666665,0.33782144838930817,-0.20651436378095805,42.8927680798005
price_ma200_ratio,10,test,401,-0.10046474722285195,-0.11515151515151514,0.3773425248187894,-0.2662428446703641,39.900249376558605
momentum_5,10,test,401,-0.0881961762261014,-0.09090909090909088,0.37381479681599505,-0.2359354872448099,36.907730673316706
momentum_10,10,test,401,-0.10254288521121437,-0.09090909090909088,0.3118474408082466,-0.3288238792194144,37.905236907730675
momentum_20,10,test,401,-0.06562381923977932,-0.07878787878787878,0.31435054496901726,-0.20875999832049688,39.900249376558605
volatility_10,10,test,401,-0.013700596992367553,-0.006060606060606061,0.37691639402655774,-0.03634916710840177,49.62593516209476
volatility_20,10,test,401,0.014524295322300314,0.006060606060606061,0.35274020205818024,0.04117561660835219,51.12219451371571
volatility_60,10,test,401,-0.009910828988135717,-0.04242424242424241,0.3916543838636745,-0.025305037799820566,46.38403990024938
rsi_14,10,test,401,-0.08845310965011713,-0.07878787878787878,0.3011026223143863,-0.2937639963751686,36.15960099750624
macd,10,test,401,-0.07673618982845914,-0.07878787878787878,0.3430781644563151,-0.22366969914877846,41.14713216957606
macd_signal,10,test,401,-0.04721907352830045,-0.04242424242424241,0.3664624645599361,-0.12885105050254778,44.38902743142145
macd_hist,10,test,401,-0.08719489155898133,-0.09090909090909088,0.3186336015325898,-0.2736525311190793,38.403990024937656
volume_change,10,test,401,0.001326229879845842,0.006060606060606061,0.337509495203523,0.003929459463195566,50.12468827930174
volume_ratio_20,10,test,401,0.019783873649210307,0.0303030303030303,0.33946300772454624,0.058279910326086926,53.11720698254364
relative_strength_1d,10,test,401,-0.03534723796569183,-0.04242424242424241,0.3612956272054319,-0.0978346686316064,44.13965087281795
relative_strength_20d,10,test,401,-0.06562381923977932,-0.07878787878787878,0.31435054496901726,-0.20875999832049688,39.900249376558605
beta_60,10,test,401,-0.026596387818332953,-0.04242424242424241,0.40061184193079463,-0.06638941996858759,46.633416458852864
return_1d,20,test,391,-0.02665659149035108,-0.01818181818181818,0.3594808070716197,-0.07415303116597338,47.82608695652174
return_5d,20,test,391,-0.06802681546927071,-0.11515151515151514,0.3557233595044631,-0.1912351653375668,40.92071611253197
return_10d,20,test,391,-0.0811749205611098,-0.09090909090909088,0.32827728933492895,-0.247275468630698,41.17647058823529
return_20d,20,test,391,-0.031384174223048907,-0.0303030303030303,0.3242827052199935,-0.0967802899070978,45.26854219948849
return_60d,20,test,391,-0.1058319770595985,-0.09090909090909088,0.3734788325684555,-0.28336807291535165,40.153452685421996
price_ma20_ratio,20,test,391,-0.07020460358056266,-0.09090909090909088,0.32464738370702856,-0.21624878900585065,39.89769820971867
price_ma50_ratio,20,test,391,-0.06198945981554677,-0.04242424242424241,0.3490815559829793,-0.1775787312537626,43.73401534526854
price_ma200_ratio,20,test,391,-0.11360536309385415,-0.11515151515151514,0.37233888454669267,-0.3051128093488383,39.89769820971867
momentum_5,20,test,391,-0.06802681546927071,-0.11515151515151514,0.3557233595044631,-0.1912351653375668,40.92071611253197
momentum_10,20,test,391,-0.0811749205611098,-0.09090909090909088,0.32827728933492895,-0.247275468630698,41.17647058823529
momentum_20,20,test,391,-0.031384174223048907,-0.0303030303030303,0.3242827052199935,-0.0967802899070978,45.26854219948849
volatility_10,20,test,391,-0.02186700767263427,-0.05454545454545454,0.3522168828413486,-0.06208392822124875,45.52429667519181
volatility_20,20,test,391,0.00609548167092924,-0.0303030303030303,0.34941801676746226,0.017444669073792447,46.80306905370844
volatility_60,20,test,391,-0.04662481593427885,-0.04242424242424241,0.3746671487230052,-0.12444329878718295,46.03580562659847
rsi_14,20,test,391,-0.07350616135782374,-0.06666666666666667,0.30306656419248806,-0.2425413095426041,39.89769820971867
macd,20,test,391,-0.07372704022320391,-0.09090909090909088,0.3305656248893649,-0.22303299155161455,40.40920716112532
macd_signal,20,test,391,-0.07069673719290087,-0.07878787878787878,0.32222388850330325,-0.21940253257224326,43.73401534526854
macd_hist,20,test,391,-0.05662249089359062,-0.07878787878787878,0.30197496134404933,-0.18750723782386342,40.92071611253197
volume_change,20,test,391,0.0018135317368053944,0.01818181818181818,0.33559341732273884,0.005403955033663036,51.91815856777494
volume_ratio_20,20,test,391,-0.023808416647291327,-0.01818181818181818,0.33339617545440586,-0.07141178693739181,47.05882352941176
relative_strength_1d,20,test,391,-0.02665659149035108,-0.01818181818181818,0.3594808070716197,-0.07415303116597338,47.82608695652174
relative_strength_20d,20,test,391,-0.031384174223048907,-0.0303030303030303,0.3242827052199935,-0.0967802899070978,45.26854219948849
beta_60,20,test,391,-0.035173990544834534,-0.01818181818181818,0.3823211739889837,-0.09200115750284876,49.10485933503836
