total_oos_rows,oos_start,oos_end,num_folds,overall_ic,mean_fold_ic,median_fold_ic,positive_ic_fold_fraction,top_k_return,bottom_k_return,long_short_return,hit_rate,overall_sharpe,mean_fold_sharpe,positive_sharpe_fold_fraction
18203,2019-04-16,2026-07-15,29,0.010378131298937845,0.010449733791667564,0.007429130009775171,0.5862068965517241,0.0020659797347558867,0.0013431981663594385,0.0007227815527577344,0.5172981878088962,0.48046211267819156,0.42294349156517796,0.6206896551724138
