factor,mean_ic,ic_std,icir,positive_pct,abs_ic,fold
return_20d,0.030699904915457436,0.34438795384911464,0.08914337616148986,53.47885402455662,0.030699904915457436,4
price_ma50_ratio,0.028335193683079084,0.3260351080814968,0.08690841256272415,52.251023192360165,0.028335193683079084,4
macd_hist,-0.023490016123031126,0.3346390676745898,-0.07019507998950476,44.2019099590723,0.023490016123031126,4
rsi_14,0.02142296084997312,0.32914516235581015,0.06508666479142909,51.705320600272856,0.02142296084997312,4
price_ma20_ratio,0.016313200214973754,0.3460920841362202,0.047135432917191356,50.34106412005457,0.016313200214973754,4
volatility_60,0.014179999173177887,0.37645617256522457,0.03766706513683494,51.9781718963165,0.014179999173177887,4
volume_ratio_20,-0.010790028525362764,0.36464352692740404,-0.029590621328953202,48.84038199181446,0.010790028525362764,4
volatility_10,0.009814378436479396,0.32476723076569014,0.030219731262111776,51.4324693042292,0.009814378436479396,4
volatility_20,-0.009169457191285297,0.33514172682914123,-0.02735993896683591,48.97680763983629,0.009169457191285297,4
macd_signal,0.005531439910703207,0.34272681753697687,0.016139501281093708,48.567530695770806,0.005531439910703207,4
return_5d,-0.0055149034685187445,0.34230633480062816,-0.016111017845260818,49.5225102319236,0.0055149034685187445,4
momentum_5,-0.0055149034685187445,0.34230633480062816,-0.016111017845260818,49.5225102319236,0.0055149034685187445,4
momentum_10,0.0040762329984703844,0.34566171954408526,0.011792549675002432,48.294679399727144,0.0040762329984703844,4
return_10d,0.0040762329984703844,0.34566171954408526,0.011792549675002432,48.294679399727144,0.0040762329984703844,4
macd,-0.0020422506097812947,0.34115775502259926,-0.0059862353404395285,47.47612551159618,0.0020422506097812947,4
volume_change,-0.0018272768613832703,0.3501038275390852,-0.005219242743580903,52.251023192360165,0.0018272768613832703,4
return_1d,-0.0008020174459465061,0.3608314965961189,-0.002222692457593882,50.068212824010914,0.0008020174459465061,4
relative_strength_1d,-0.0008020174459465061,0.3608314965961189,-0.002222692457593882,50.068212824010914,0.0008020174459465061,4
beta_60,0.08306498224754356,0.36569911424629725,0.22714023362823774,60.49046321525886,0.08306498224754356,5
volatility_60,0.04163157460160184,0.3819765867211948,0.10898985971616314,55.177111716621255,0.04163157460160184,5
volatility_10,0.0323837833374618,0.34061966628714474,0.09507314621746486,53.67847411444142,0.0323837833374618,5
return_60d,0.02686813640492115,0.33890134436700975,0.07928011160623953,50.13623978201635,0.02686813640492115,5
volatility_20,0.022475435554454627,0.3431475958601364,0.06549786688179332,52.86103542234333,0.022475435554454627,5
macd_hist,-0.021385517298323834,0.344752767209328,-0.062031459446818336,45.36784741144414,0.021385517298323834,5
return_20d,0.019915779043844437,0.34654039416749377,0.05747029604352132,51.90735694822888,0.019915779043844437,5
momentum_20,0.019915779043844437,0.34654039416749377,0.05747029604352132,51.90735694822888,0.019915779043844437,5
relative_strength_20d,0.019915779043844437,0.34654039416749377,0.05747029604352132,51.90735694822888,0.019915779043844437,5
price_ma200_ratio,0.018049706878044743,0.36387989497222606,0.04960347391389246,50.95367847411444,0.018049706878044743,5
macd_signal,0.01482949384856741,0.34215693389961843,0.04334120510010786,49.72752043596731,0.01482949384856741,5
price_ma20_ratio,0.011675336470976799,0.350337811412374,0.03332593882432532,49.72752043596731,0.011675336470976799,5
volume_ratio_20,-0.009776236479233754,0.36327018056076027,-0.02691175054374877,48.36512261580381,0.009776236479233754,5
rsi_14,0.00903311039550822,0.33242487861256004,0.027173388565890935,49.72752043596731,0.00903311039550822,5
volume_change,-0.008950540830649821,0.3514456563961434,-0.025467780488261118,51.36239782016349,0.008950540830649821,5
price_ma50_ratio,0.008389067789612752,0.3351045404899219,0.0250341812061035,48.91008174386921,0.008389067789612752,5
momentum_5,-0.006324828668152914,0.34473210524946823,-0.018347083349187623,49.863760217983646,0.006324828668152914,5
return_5d,-0.006324828668152914,0.34473210524946823,-0.018347083349187623,49.863760217983646,0.006324828668152914,5
macd,0.005119313021220382,0.3409673296194301,0.015014086619191026,48.50136239782017,0.005119313021220382,5
relative_strength_1d,0.0016183634712245026,0.3674965410920804,0.004403751573865843,50.817438692098094,0.0016183634712245026,5
return_1d,0.0016183634712245026,0.3674965410920804,0.004403751573865843,50.817438692098094,0.0016183634712245026,5
return_10d,-0.00011559739080174699,0.352651601364008,-0.0003277948841140438,49.04632152588556,0.00011559739080174699,5
momentum_10,-0.00011559739080174699,0.352651601364008,-0.0003277948841140438,49.04632152588556,0.00011559739080174699,5
