fold,test_start,test_end,horizon,feature,days,mean_ic,median_ic,ic_std,icir,positive_ic_pct
8,2021-01-16,2021-04-16,1,volatility_60,61,-0.08375558867362146,-0.13939393939393938,0.39869623489785794,-0.21007368854405864,44.26229508196721
8,2021-01-16,2021-04-16,1,price_ma50_ratio,61,-0.003278688524590166,-0.01818181818181818,0.4512684211919726,-0.00726549514794298,47.540983606557376
8,2021-01-16,2021-04-16,1,volume_ratio_20,61,0.04500745156482862,0.12727272727272726,0.3437962306349923,0.13091316179266935,57.377049180327866
8,2021-01-16,2021-04-16,1,rsi_14,61,0.005265772478887238,-0.01818181818181818,0.4397225875207278,0.011975214893046673,47.540983606557376
8,2021-01-16,2021-04-16,1,momentum_20,61,-0.012021857923497258,-0.01818181818181818,0.42408437431608076,-0.028347797399715238,49.18032786885246
8,2021-01-16,2021-04-16,3,price_ma200_ratio,61,-0.18291107799304523,-0.17575757575757575,0.33061797272602395,-0.553239972058687,32.78688524590164
8,2021-01-16,2021-04-16,3,return_60d,61,-0.0787878787878788,-0.01818181818181818,0.3943525417063909,-0.19979046780568008,49.18032786885246
8,2021-01-16,2021-04-16,3,beta_60,61,0.026726279185295576,0.006060606060606061,0.40908773219743677,0.06533141202190036,50.81967213114754
8,2021-01-16,2021-04-16,3,volatility_10,61,-0.11157476403378042,-0.10303030303030303,0.35764316613240704,-0.3119723081538571,37.704918032786885
8,2021-01-16,2021-04-16,3,volatility_20,61,-0.11217088922006954,-0.16363636363636364,0.3760028898657737,-0.29832454016540283,36.0655737704918
8,2021-01-16,2021-04-16,3,volatility_60,61,-0.10362642821659215,-0.17575757575757575,0.36065054460882134,-0.2873319609956233,31.147540983606557
8,2021-01-16,2021-04-16,3,price_ma50_ratio,61,-0.014207650273224029,-0.07878787878787878,0.4265893026249622,-0.03330521929593425,40.98360655737705
8,2021-01-16,2021-04-16,3,volume_ratio_20,61,0.06428216592151019,0.10303030303030303,0.299648357709434,0.21452534034524548,65.57377049180327
8,2021-01-16,2021-04-16,3,rsi_14,61,0.047590660705414796,0.06666666666666665,0.44508929719781104,0.10692384877604477,54.09836065573771
8,2021-01-16,2021-04-16,3,momentum_20,61,0.005265772478887245,-0.05454545454545454,0.400623137840807,0.013143954957937729,44.26229508196721
8,2021-01-16,2021-04-16,5,price_ma200_ratio,61,-0.20437158469945352,-0.18787878787878787,0.3079760666080336,-0.6635956714115734,27.86885245901639
8,2021-01-16,2021-04-16,5,return_60d,61,-0.11018380526577248,-0.07878787878787878,0.39893569486823505,-0.2761944009601979,40.98360655737705
8,2021-01-16,2021-04-16,5,beta_60,61,0.051366120218579246,0.10303030303030303,0.40882760932995504,0.12564249342838016,63.934426229508205
8,2021-01-16,2021-04-16,5,volatility_10,61,-0.12011922503725782,-0.10303030303030303,0.3553422940493814,-0.3380380749738871,42.62295081967213
8,2021-01-16,2021-04-16,5,volatility_20,61,-0.11515151515151516,-0.1515151515151515,0.37039510171484386,-0.3108883314557623,36.0655737704918
8,2021-01-16,2021-04-16,5,volatility_60,61,-0.09508196721311474,-0.13939393939393938,0.3419663354401388,-0.2780448171622988,36.0655737704918
8,2021-01-16,2021-04-16,5,price_ma50_ratio,61,-0.04520615996025833,-0.17575757575757575,0.42522479878491737,-0.10631120313169698,39.34426229508197
8,2021-01-16,2021-04-16,5,volume_ratio_20,61,0.0704421261798311,0.09090909090909088,0.297826354468317,0.23652079516463606,63.934426229508205
8,2021-01-16,2021-04-16,5,rsi_14,61,0.046398410332836565,0.10303030303030303,0.4152803534445456,0.11172792054327792,55.73770491803278
8,2021-01-16,2021-04-16,5,momentum_20,61,0.024739195230998497,0.0303030303030303,0.37188999344720375,0.06652288490389471,52.459016393442624
8,2021-01-16,2021-04-16,10,price_ma200_ratio,61,-0.2701440635866865,-0.2727272727272727,0.30285340092268365,-0.8919961366247044,22.950819672131146
8,2021-01-16,2021-04-16,10,return_60d,61,-0.13561847988077494,-0.13939393939393938,0.3929126696923975,-0.3451618905212387,42.62295081967213
8,2021-01-16,2021-04-16,10,beta_60,61,0.1364133134624938,0.24848484848484845,0.3895334387561306,0.35019667091506373,72.1311475409836
8,2021-01-16,2021-04-16,10,volatility_10,61,-0.08137108792846498,-0.10303030303030303,0.30938876323372916,-0.2630059575466638,40.98360655737705
8,2021-01-16,2021-04-16,10,volatility_20,61,-0.09071038251366119,-0.06666666666666665,0.33278185273506483,-0.2725821187908278,42.62295081967213
8,2021-01-16,2021-04-16,10,volatility_60,61,-0.08057625434674613,-0.06666666666666665,0.30106706313917553,-0.26763556765921553,40.98360655737705
8,2021-01-16,2021-04-16,10,price_ma50_ratio,61,-0.07342275211127672,-0.07878787878787878,0.4098005044611008,-0.17916706131884758,44.26229508196721
8,2021-01-16,2021-04-16,10,volume_ratio_20,61,0.030303030303030307,0.07878787878787878,0.3245453130746939,0.0933707223066755,55.73770491803278
8,2021-01-16,2021-04-16,10,rsi_14,61,0.06289120715350223,0.10303030303030303,0.3772699507981502,0.16670081203247156,55.73770491803278
8,2021-01-16,2021-04-16,10,momentum_20,61,0.017386984600099357,0.01818181818181818,0.33310088389089615,0.05219735353747752,54.09836065573771
8,2021-01-16,2021-04-16,20,price_ma200_ratio,61,-0.2836562344759066,-0.24848484848484845,0.32280303501502916,-0.8787285239207867,16.39344262295082
8,2021-01-16,2021-04-16,20,return_60d,61,-0.11992051664182808,0.01818181818181818,0.43113749612171737,-0.27814912347121046,50.81967213114754
8,2021-01-16,2021-04-16,20,beta_60,61,0.1378042722305017,0.2727272727272727,0.47381111395167286,0.29084221153275286,73.77049180327869
8,2021-01-16,2021-04-16,20,volatility_10,61,-0.14138102334823643,-0.17575757575757575,0.3284988653155303,-0.4303851193289112,32.78688524590164
8,2021-01-16,2021-04-16,20,volatility_20,61,-0.13700943864878287,-0.16363636363636364,0.3262597091939355,-0.4199398049709584,31.147540983606557
8,2021-01-16,2021-04-16,20,volatility_60,61,-0.10899155489319423,-0.06666666666666665,0.27253976001238395,-0.3999106584971006,40.98360655737705
8,2021-01-16,2021-04-16,20,price_ma50_ratio,61,-0.09826130153999005,-0.13939393939393938,0.401955907889757,-0.24445791095808406,42.62295081967213
8,2021-01-16,2021-04-16,20,volume_ratio_20,61,-0.07123695976154992,-0.05454545454545454,0.337122005651464,-0.21130913606155619,45.90163934426229
8,2021-01-16,2021-04-16,20,rsi_14,61,-0.020963735717834078,-0.05454545454545454,0.39083716160797227,-0.05363803081463802,45.90163934426229
8,2021-01-16,2021-04-16,20,momentum_20,61,-0.0905116741182315,-0.09090909090909088,0.36894420605819334,-0.24532618382941931,44.26229508196721
9,2021-04-16,2021-07-16,1,price_ma200_ratio,63,-0.027994227994227995,-0.01818181818181818,0.3885798719174984,-0.07204240367903464,44.44444444444444
9,2021-04-16,2021-07-16,1,return_60d,63,0.011447811447811455,-0.01818181818181818,0.3640126940103148,0.03144893471074134,47.61904761904761
9,2021-04-16,2021-07-16,1,beta_60,63,-0.007599807599807592,-0.01818181818181818,0.45758898720974284,-0.016608370857325954,46.03174603174603
9,2021-04-16,2021-07-16,1,volatility_10,63,0.006830206830206829,0.006060606060606061,0.3995724663015318,0.017093787500994898,53.96825396825397
9,2021-04-16,2021-07-16,1,volatility_20,63,-0.028571428571428567,-0.05454545454545454,0.42891910308603043,-0.06661262780291195,44.44444444444444
9,2021-04-16,2021-07-16,1,volatility_60,63,-0.033189033189033185,-0.05454545454545454,0.43213830413299287,-0.07680187771278679,47.61904761904761
9,2021-04-16,2021-07-16,1,price_ma50_ratio,63,-0.042231842231842225,-0.06666666666666665,0.3580707481598838,-0.11794273184523045,41.269841269841265
9,2021-04-16,2021-07-16,1,volume_ratio_20,63,0.051274651274651264,0.07878787878787878,0.3550782194889173,0.14440381994833013,58.730158730158735
9,2021-04-16,2021-07-16,1,rsi_14,63,-0.004136604136604129,0.006060606060606061,0.38700540936753874,-0.010688750173710362,50.79365079365079
9,2021-04-16,2021-07-16,1,momentum_20,63,-0.032419432419432424,-0.04242424242424241,0.40952282869235584,-0.07916391992834847,42.857142857142854
9,2021-04-16,2021-07-16,3,price_ma200_ratio,63,-0.01895141895141895,-0.06666666666666665,0.3636485694652244,-0.05211465283443462,47.61904761904761
9,2021-04-16,2021-07-16,3,return_60d,63,0.07032227032227029,0.04242424242424241,0.348139213495335,0.20199468372502827,53.96825396825397
9,2021-04-16,2021-07-16,3,beta_60,63,0.02279942279942279,0.006060606060606061,0.47231316835705806,0.04827183387397521,50.79365079365079
9,2021-04-16,2021-07-16,3,volatility_10,63,-0.0062530062530062646,-0.01818181818181818,0.4292594952630511,-0.014566960829077082,49.2063492063492
9,2021-04-16,2021-07-16,3,volatility_20,63,-0.010870610870610883,-0.05454545454545454,0.43806846119506304,-0.024814867614426184,49.2063492063492
9,2021-04-16,2021-07-16,3,volatility_60,63,-0.0303030303030303,-0.10303030303030303,0.43803849316754095,-0.06917892097542212,49.2063492063492
9,2021-04-16,2021-07-16,3,price_ma50_ratio,63,-0.021452621452621456,-0.05454545454545454,0.29474665257145827,-0.07278325730067618,41.269841269841265
9,2021-04-16,2021-07-16,3,volume_ratio_20,63,0.07109187109187107,0.07878787878787878,0.3797742096412113,0.18719509984375862,57.14285714285714
9,2021-04-16,2021-07-16,3,rsi_14,63,0.08436748436748435,0.10303030303030303,0.37423983454496607,0.22543694331755415,65.07936507936508
9,2021-04-16,2021-07-16,3,momentum_20,63,0.0035594035594035613,0.06666666666666665,0.37081962599665835,0.009598746425130252,52.38095238095239
9,2021-04-16,2021-07-16,5,price_ma200_ratio,63,-0.06628186628186629,-0.13939393939393938,0.3729912249409658,-0.17770355399743484,36.507936507936506
9,2021-04-16,2021-07-16,5,return_60d,63,0.0757094757094757,0.09090909090909088,0.405343427907341,0.18677859438930489,58.730158730158735
9,2021-04-16,2021-07-16,5,beta_60,63,0.02587782587782588,-0.0303030303030303,0.4873654200865282,0.05309737788378884,46.03174603174603
9,2021-04-16,2021-07-16,5,volatility_10,63,-0.03684463684463684,-0.06666666666666665,0.43915057350083225,-0.08389978077659738,46.03174603174603
9,2021-04-16,2021-07-16,5,volatility_20,63,-0.05589225589225589,-0.04242424242424241,0.4429454266834802,-0.12618316507011904,44.44444444444444
9,2021-04-16,2021-07-16,5,volatility_60,63,-0.06743626743626742,-0.11515151515151514,0.434043320592749,-0.15536759635921463,42.857142857142854
9,2021-04-16,2021-07-16,5,price_ma50_ratio,63,-0.059740259740259725,-0.10303030303030303,0.3306492076765188,-0.18067564764499572,42.857142857142854
9,2021-04-16,2021-07-16,5,volume_ratio_20,63,0.07570947570947571,0.0303030303030303,0.38745069395358867,0.19540415565378927,53.96825396825397
9,2021-04-16,2021-07-16,5,rsi_14,63,0.07243867243867244,0.07878787878787878,0.3559291220744263,0.2035199368247401,55.55555555555556
9,2021-04-16,2021-07-16,5,momentum_20,63,-0.03299663299663299,-0.006060606060606061,0.3847222763594063,-0.0857674094385105,49.2063492063492
9,2021-04-16,2021-07-16,10,price_ma200_ratio,63,-0.0934102934102934,-0.05454545454545454,0.3418370295626536,-0.2732597270980343,38.095238095238095
9,2021-04-16,2021-07-16,10,return_60d,63,0.12727272727272726,0.13939393939393938,0.3743675611288425,0.339967295480831,65.07936507936508
9,2021-04-16,2021-07-16,10,beta_60,63,0.03684463684463684,0.09090909090909088,0.4968305620117549,0.07415936067911438,53.96825396825397
9,2021-04-16,2021-07-16,10,volatility_10,63,-0.06974506974506973,-0.07878787878787878,0.4630892996145412,-0.15060825159018576,46.03174603174603
9,2021-04-16,2021-07-16,10,volatility_20,63,-0.10456950456950455,-0.05454545454545454,0.4994976216691164,-0.20934935429737606,46.03174603174603
9,2021-04-16,2021-07-16,10,volatility_60,63,-0.06666666666666665,-0.07878787878787878,0.4763328423357957,-0.13995815686307286,47.61904761904761
9,2021-04-16,2021-07-16,10,price_ma50_ratio,63,-0.05743145743145744,-0.05454545454545454,0.2993775094190522,-0.19183624562481089,44.44444444444444
9,2021-04-16,2021-07-16,10,volume_ratio_20,63,-0.013564213564213567,0.0303030303030303,0.371198199169521,-0.03654170088799106,55.55555555555556
9,2021-04-16,2021-07-16,10,rsi_14,63,0.05012025012025011,0.06666666666666665,0.3319980477245151,0.1509654965255664,55.55555555555556
9,2021-04-16,2021-07-16,10,momentum_20,63,-0.09264069264069263,-0.06666666666666665,0.3675182642288887,-0.25207098981887993,41.269841269841265
9,2021-04-16,2021-07-16,20,price_ma200_ratio,63,-0.15882635882635876,-0.18787878787878787,0.3069041900233947,-0.5175112103039445,33.33333333333333
9,2021-04-16,2021-07-16,20,return_60d,63,0.12092352092352088,0.06666666666666665,0.3467630182998565,0.34872092622909007,61.904761904761905
9,2021-04-16,2021-07-16,20,beta_60,63,0.1788359788359788,0.32121212121212117,0.44159977950033497,0.4049729803722493,71.42857142857143
9,2021-04-16,2021-07-16,20,volatility_10,63,-0.040115440115440104,0.0303030303030303,0.43271997355838593,-0.09270531190312023,50.79365079365079
9,2021-04-16,2021-07-16,20,volatility_20,63,-0.04665704665704666,0.01818181818181818,0.4215086263737075,-0.1106906092490756,55.55555555555556
9,2021-04-16,2021-07-16,20,volatility_60,63,0.01721981721981722,0.04242424242424241,0.34823222829578404,0.049449234793945966,57.14285714285714
9,2021-04-16,2021-07-16,20,price_ma50_ratio,63,-0.11245791245791247,-0.17575757575757575,0.2217204560612562,-0.5072058503561934,26.984126984126984
9,2021-04-16,2021-07-16,20,volume_ratio_20,63,-0.05762385762385762,-0.10303030303030303,0.33703951015569833,-0.17097063070509977,38.095238095238095
9,2021-04-16,2021-07-16,20,rsi_14,63,-0.07320827320827321,-0.01818181818181818,0.30053183421895907,-0.24359573553507716,49.2063492063492
9,2021-04-16,2021-07-16,20,momentum_20,63,-0.16305916305916307,-0.16363636363636364,0.2905620981340833,-0.5611852478567851,31.746031746031743
10,2021-07-16,2021-10-16,1,price_ma200_ratio,65,-0.00195804195804196,-0.01818181818181818,0.3642310599439611,-0.005375823682755709,46.15384615384615
10,2021-07-16,2021-10-16,1,return_60d,65,0.014452214452214457,-0.04242424242424241,0.3947306917306243,0.03661284707518276,47.69230769230769
10,2021-07-16,2021-10-16,1,beta_60,65,0.015011655011655009,-0.05454545454545454,0.38108561833133475,0.039391817191597955,47.69230769230769
10,2021-07-16,2021-10-16,1,volatility_10,65,-0.02228438228438228,0.006060606060606061,0.35345777814669876,-0.06304680123670497,50.76923076923077
10,2021-07-16,2021-10-16,1,volatility_20,65,-0.004755244755244754,0.06666666666666665,0.34255242356114984,-0.013881801523426923,53.84615384615385
10,2021-07-16,2021-10-16,1,volatility_60,65,-0.004755244755244753,0.01818181818181818,0.34190845490826216,-0.013907947250151032,52.307692307692314
10,2021-07-16,2021-10-16,1,price_ma50_ratio,65,-0.006620046620046625,0.006060606060606061,0.3665002801123831,-0.01806286919621634,52.307692307692314
10,2021-07-16,2021-10-16,1,volume_ratio_20,65,0.020233100233100234,0.0303030303030303,0.3266939974987224,0.06193288027331864,50.76923076923077
10,2021-07-16,2021-10-16,1,rsi_14,65,-0.022843822843822845,-0.06666666666666665,0.38703561472982595,-0.05902253429511701,43.07692307692308
10,2021-07-16,2021-10-16,1,momentum_20,65,-0.04074592074592075,-0.0303030303030303,0.39543351228795703,-0.10304114213832571,47.69230769230769
10,2021-07-16,2021-10-16,3,price_ma200_ratio,65,-0.031235431235431235,-0.10303030303030303,0.38616636492215195,-0.08088594469310668,46.15384615384615
10,2021-07-16,2021-10-16,3,return_60d,65,0.058834498834498816,0.06666666666666665,0.39194384289539785,0.15010951160725491,55.38461538461539
10,2021-07-16,2021-10-16,3,beta_60,65,0.003822843822843822,0.04242424242424241,0.3400216888486324,0.011242941107046966,58.46153846153847
10,2021-07-16,2021-10-16,3,volatility_10,65,-0.013706293706293693,-0.0303030303030303,0.3518713531634616,-0.03895257054337824,43.07692307692308
10,2021-07-16,2021-10-16,3,volatility_20,65,0.04167832167832167,0.09090909090909088,0.358952645182293,0.11611091947004726,52.307692307692314
10,2021-07-16,2021-10-16,3,volatility_60,65,0.037016317016317,0.06666666666666665,0.36126773245665667,0.10246228403683426,55.38461538461539
10,2021-07-16,2021-10-16,3,price_ma50_ratio,65,-0.012027972027972036,-0.0303030303030303,0.3095667985115549,-0.038854205573092424,46.15384615384615
10,2021-07-16,2021-10-16,3,volume_ratio_20,65,-0.01575757575757575,-0.0303030303030303,0.37024425462228044,-0.0425599467401634,49.23076923076923
10,2021-07-16,2021-10-16,3,rsi_14,65,-0.007738927738927741,-0.01818181818181818,0.3377862145438892,-0.02291072697971873,47.69230769230769
10,2021-07-16,2021-10-16,3,momentum_20,65,-0.048951048951048945,-0.06666666666666665,0.33709364492720306,-0.14521498606602373,40.0
10,2021-07-16,2021-10-16,5,price_ma200_ratio,65,0.01706293706293706,0.006060606060606061,0.4113167453431075,0.04148369171963493,50.76923076923077
10,2021-07-16,2021-10-16,5,return_60d,65,0.1101165501165501,0.07878787878787878,0.3930461452596299,0.28016188797325997,60.0
10,2021-07-16,2021-10-16,5,beta_60,65,-0.03533799533799534,0.01818181818181818,0.33984610239570956,-0.10398234697671632,53.84615384615385
10,2021-07-16,2021-10-16,5,volatility_10,65,-0.006060606060606069,0.0303030303030303,0.3241078735271288,-0.01869934844424191,52.307692307692314
10,2021-07-16,2021-10-16,5,volatility_20,65,0.06125874125874126,0.12727272727272726,0.3274482607910611,0.18707914682689175,60.0
10,2021-07-16,2021-10-16,5,volatility_60,65,0.06125874125874126,0.16363636363636364,0.3521287145789097,0.17396690108614696,61.53846153846154
10,2021-07-16,2021-10-16,5,price_ma50_ratio,65,0.029184149184149178,-0.0303030303030303,0.317797192324918,0.09183262120928717,47.69230769230769
10,2021-07-16,2021-10-16,5,volume_ratio_20,65,-0.0413053613053613,-0.10303030303030303,0.3531877856373718,-0.11695014093089481,46.15384615384615
10,2021-07-16,2021-10-16,5,rsi_14,65,0.0030769230769230743,-0.01818181818181818,0.342766192691606,0.008976740246058768,47.69230769230769
10,2021-07-16,2021-10-16,5,momentum_20,65,-0.020979020979020973,0.006060606060606061,0.3516442372096555,-0.05965978895457619,50.76923076923077
10,2021-07-16,2021-10-16,10,price_ma200_ratio,65,-0.03757575757575756,0.0303030303030303,0.4850558268779441,-0.0774668718395024,50.76923076923077
10,2021-07-16,2021-10-16,10,return_60d,65,0.10023310023310021,0.09090909090909088,0.36623922763467676,0.27368204351141384,58.46153846153847
10,2021-07-16,2021-10-16,10,beta_60,65,-0.062377622377622365,-0.05454545454545454,0.3541660153565929,-0.17612537531252767,47.69230769230769
10,2021-07-16,2021-10-16,10,volatility_10,65,-0.0034498834498834455,0.07878787878787878,0.29945230313607546,-0.011520644235338436,55.38461538461539
10,2021-07-16,2021-10-16,10,volatility_20,65,0.07729603729603729,0.07878787878787878,0.29032064611185476,0.26624368032804896,66.15384615384615
10,2021-07-16,2021-10-16,10,volatility_60,65,0.09090909090909091,0.1515151515151515,0.33022656885365764,0.27529308506178357,66.15384615384615
10,2021-07-16,2021-10-16,10,price_ma50_ratio,65,0.012960372960372961,-0.04242424242424241,0.3421490529427354,0.037879318527712265,43.07692307692308
10,2021-07-16,2021-10-16,10,volume_ratio_20,65,-0.12913752913752913,-0.12727272727272726,0.34963729579361946,-0.3693471225499787,38.46153846153847
10,2021-07-16,2021-10-16,10,rsi_14,65,-0.019673659673659676,-0.07878787878787878,0.3722065079195748,-0.052856839563672264,44.61538461538462
10,2021-07-16,2021-10-16,10,momentum_20,65,-0.04895104895104894,-0.006060606060606061,0.36602170249748767,-0.13373810519168583,47.69230769230769
10,2021-07-16,2021-10-16,20,price_ma200_ratio,65,-0.002703962703962701,0.16363636363636364,0.5016433402606467,-0.00539020951131886,55.38461538461539
10,2021-07-16,2021-10-16,20,return_60d,65,0.1556177156177156,0.22424242424242422,0.40642948488627906,0.38288982813650485,64.61538461538461
10,2021-07-16,2021-10-16,20,beta_60,65,-0.05920745920745919,0.04242424242424241,0.3419189910695967,-0.17316224238450584,56.92307692307692
10,2021-07-16,2021-10-16,20,volatility_10,65,0.11048951048951047,0.09090909090909088,0.24404470066250625,0.45274292041402847,63.07692307692307
10,2021-07-16,2021-10-16,20,volatility_20,65,0.16587412587412587,0.18787878787878787,0.2554357833766789,0.649377012419279,73.84615384615385
10,2021-07-16,2021-10-16,20,volatility_60,65,0.12932400932400934,0.13939393939393938,0.237821545233541,0.543785926531648,73.84615384615385
10,2021-07-16,2021-10-16,20,price_ma50_ratio,65,0.08139860139860139,0.11515151515151514,0.3812314654465462,0.21351490833333267,63.07692307692307
10,2021-07-16,2021-10-16,20,volume_ratio_20,65,-0.1144055944055944,-0.09090909090909088,0.33471392417019497,-0.34180112073085306,36.92307692307693
10,2021-07-16,2021-10-16,20,rsi_14,65,-0.014265734265734261,0.04242424242424241,0.43760402248754576,-0.03259964153126647,53.84615384615385
10,2021-07-16,2021-10-16,20,momentum_20,65,-0.02526806526806526,0.01818181818181818,0.36773505946040375,-0.06871269034054672,55.38461538461539
11,2021-10-16,2022-01-16,1,price_ma200_ratio,63,-0.010678210678210669,0.11515151515151514,0.4669087162013002,-0.02287001785935161,55.55555555555556
11,2021-10-16,2022-01-16,1,return_60d,63,-0.02587782587782587,0.0303030303030303,0.4279979097931365,-0.06046250527329294,53.96825396825397
11,2021-10-16,2022-01-16,1,beta_60,63,0.008754208754208752,-0.01818181818181818,0.4231094741961819,0.02069017426480437,49.2063492063492
11,2021-10-16,2022-01-16,1,volatility_10,63,0.013371813371813363,-0.0303030303030303,0.4032719033165738,0.033158306497034364,49.2063492063492
11,2021-10-16,2022-01-16,1,volatility_20,63,-0.03338143338143338,-0.07878787878787878,0.41539706763068324,-0.08036030098101651,42.857142857142854
11,2021-10-16,2022-01-16,1,volatility_60,63,-0.04165464165464164,-0.0303030303030303,0.3896761449301898,-0.1068955392742967,49.2063492063492
11,2021-10-16,2022-01-16,1,price_ma50_ratio,63,0.006445406445406446,-0.006060606060606061,0.43460037065298823,0.014830651054720007,49.2063492063492
11,2021-10-16,2022-01-16,1,volume_ratio_20,63,0.05550745550745549,0.07878787878787878,0.33121911284366323,0.16758530336881627,58.730158730158735
11,2021-10-16,2022-01-16,1,rsi_14,63,0.00836940836940837,0.01818181818181818,0.3147064843600077,0.026594330861750552,52.38095238095239
11,2021-10-16,2022-01-16,1,momentum_20,63,0.03357383357383357,0.05454545454545454,0.37681688635514093,0.08909853775021916,52.38095238095239
11,2021-10-16,2022-01-16,3,price_ma200_ratio,63,0.027032227032227036,-0.07878787878787878,0.45089419850120005,0.05995248358059122,46.03174603174603
11,2021-10-16,2022-01-16,3,return_60d,63,-0.008754208754208749,-0.12727272727272726,0.44627839281729365,-0.019616026442473816,44.44444444444444
11,2021-10-16,2022-01-16,3,beta_60,63,0.048003848003847986,0.04242424242424241,0.4095939148461596,0.1171986356825586,50.79365079365079
11,2021-10-16,2022-01-16,3,volatility_10,63,0.04607984607984608,-0.04242424242424241,0.3770396248904999,0.12221486294239928,47.61904761904761
11,2021-10-16,2022-01-16,3,volatility_20,63,-0.011063011063011061,-0.06666666666666665,0.422471572472898,-0.026186403497529445,44.44444444444444
11,2021-10-16,2022-01-16,3,volatility_60,63,-0.024915824915824916,-0.0303030303030303,0.3790714264025873,-0.06572857562037247,49.2063492063492
11,2021-10-16,2022-01-16,3,price_ma50_ratio,63,0.08532948532948532,0.04242424242424241,0.38091765141670475,0.22401032089778156,55.55555555555556
11,2021-10-16,2022-01-16,3,volume_ratio_20,63,0.17768157768157766,0.22424242424242422,0.3552049999875344,0.5002226254917955,71.42857142857143
11,2021-10-16,2022-01-16,3,rsi_14,63,0.06531986531986529,0.07878787878787878,0.28504276655702965,0.22915812286293005,58.730158730158735
11,2021-10-16,2022-01-16,3,momentum_20,63,0.10572390572390575,0.07878787878787878,0.3352451665502197,0.3153629530645845,58.730158730158735
11,2021-10-16,2022-01-16,5,price_ma200_ratio,63,0.045117845117845105,-0.01818181818181818,0.4625336240007776,0.09754500597727195,49.2063492063492
11,2021-10-16,2022-01-16,5,return_60d,63,-0.012409812409812418,-0.06666666666666665,0.4498294664167886,-0.02758781568638754,46.03174603174603
11,2021-10-16,2022-01-16,5,beta_60,63,0.08263588263588262,0.1515151515151515,0.41305067631847137,0.2000623346568945,60.317460317460316
11,2021-10-16,2022-01-16,5,volatility_10,63,0.022414622414622422,0.0303030303030303,0.3561441176923785,0.06293694406595023,52.38095238095239
11,2021-10-16,2022-01-16,5,volatility_20,63,-0.038961038961038946,-0.05454545454545454,0.3998662566860722,-0.0974351756608124,46.03174603174603
11,2021-10-16,2022-01-16,5,volatility_60,63,-0.06224146224146222,-0.04242424242424241,0.366959734149952,-0.16961387435502198,47.61904761904761
11,2021-10-16,2022-01-16,5,price_ma50_ratio,63,0.08475228475228476,0.12727272727272726,0.36586396883304284,0.23164971675841722,61.904761904761905
11,2021-10-16,2022-01-16,5,volume_ratio_20,63,0.2481000481000481,0.24848484848484845,0.3064670665440571,0.8095488069821093,79.36507936507937
11,2021-10-16,2022-01-16,5,rsi_14,63,0.08571428571428572,0.01818181818181818,0.3133168212594817,0.27357064765858563,53.96825396825397
11,2021-10-16,2022-01-16,5,momentum_20,63,0.1266955266955267,0.11515151515151514,0.2668037377337355,0.4748641371057783,65.07936507936508
11,2021-10-16,2022-01-16,10,price_ma200_ratio,63,0.027032227032227032,-0.07878787878787878,0.43309958955940514,0.06241572997039106,44.44444444444444
11,2021-10-16,2022-01-16,10,return_60d,63,-0.05550745550745549,-0.1515151515151515,0.4200282332844693,-0.1321517248338456,39.682539682539684
11,2021-10-16,2022-01-16,10,beta_60,63,0.11534391534391533,0.16363636363636364,0.46077833925611783,0.25032408322432637,63.49206349206349
11,2021-10-16,2022-01-16,10,volatility_10,63,-0.048388648388648384,-0.07878787878787878,0.40072136746254894,-0.12075385122349569,41.269841269841265
11,2021-10-16,2022-01-16,10,volatility_20,63,-0.11226551226551225,-0.17575757575757575,0.4158346544472706,-0.26997632608262556,36.507936507936506
11,2021-10-16,2022-01-16,10,volatility_60,63,-0.15363155363155365,-0.17575757575757575,0.3711095215686527,-0.41397901347872823,33.33333333333333
11,2021-10-16,2022-01-16,10,price_ma50_ratio,63,0.017604617604617602,0.01818181818181818,0.3745031789510202,0.04700792568417701,50.79365079365079
11,2021-10-16,2022-01-16,10,volume_ratio_20,63,0.25233285233285235,0.2727272727272727,0.2910216904668238,0.8670585753525408,77.77777777777779
11,2021-10-16,2022-01-16,10,rsi_14,63,0.0528138528138528,0.006060606060606061,0.30645074206765566,0.17234043049630793,52.38095238095239
11,2021-10-16,2022-01-16,10,momentum_20,63,0.10322270322270322,0.09090909090909088,0.26132109561616473,0.39500333097607787,66.66666666666666
11,2021-10-16,2022-01-16,20,price_ma200_ratio,63,-0.09898989898989898,-0.11515151515151514,0.3149183286488868,-0.3143351465587962,36.507936507936506
11,2021-10-16,2022-01-16,20,return_60d,63,-0.16709956709956708,-0.19999999999999998,0.31989385196596837,-0.5223594203909359,25.396825396825395
11,2021-10-16,2022-01-16,20,beta_60,63,-0.01895141895141895,0.01818181818181818,0.5441055242191688,-0.034830410844689776,50.79365079365079
11,2021-10-16,2022-01-16,20,volatility_10,63,-0.3154401154401154,-0.35757575757575755,0.2729192949971031,-1.1557999790504503,15.873015873015872
11,2021-10-16,2022-01-16,20,volatility_20,63,-0.2954304954304954,-0.38181818181818183,0.3230786768839059,-0.9144227600531324,22.22222222222222
11,2021-10-16,2022-01-16,20,volatility_60,63,-0.33679653679653676,-0.4545454545454545,0.3267613293558605,-1.0307111231933672,19.047619047619047
11,2021-10-16,2022-01-16,20,price_ma50_ratio,63,-0.11341991341991342,-0.11515151515151514,0.3179278949018766,-0.3567472852764891,36.507936507936506
