label,num_features,val_IC,val_median_IC,val_long_short,val_sharpe,test_IC,test_median_IC,test_long_short,test_sharpe
top38,38,0.03256840247131509,0.05454545454545454,0.00178299,1.1887665947899424,0.03337757133377572,0.03333333333333333,0.0025963902,2.0140760282246823
top8,8,0.03168578993821712,0.0303030303030303,0.0030950725,2.000344618509031,0.017105360171053602,0.0303030303030303,0.0014591023,1.2701270128656865
top20,20,0.027684613121506323,0.06666666666666665,0.001960188,1.2133671761541056,0.027246921772469214,0.0303030303030303,0.002349503,1.715785640846031
top12,12,0.027007943512797877,0.05454545454545454,0.0027388525,1.5946880147286668,0.020489567204895674,0.006060606060606061,0.00166544,1.2964596030833702
top16,16,0.02486025301559282,0.0303030303030303,0.0023948438,1.5669908939084796,0.022974268229742675,0.006060606060606061,0.0026428807,1.9874723533107226
