days,total_return,CAGR,annualized_vol,Sharpe,Sortino,max_drawdown,hit_rate,total_cost,positive_fold_pct,mean_fold_sharpe,median_fold_sharpe
1740,1.3099295748194044,0.12256014205396393,0.189388595596543,0.7350475115585983,1.0797243396553173,-0.22238068801396738,0.5229885057471264,0.174,0.6551724137931034,0.5358473412673986,0.5826209801365636
