split,RMSE,R2,Correlation,Prediction_Std,Actual_Std,IC,Median_IC,Positive_IC_Rate,Top2_Avg_Return,Bottom2_Avg_Return,Long_Short_Avg,Long_Short_Median,Long_Short_Sharpe,Long_Short_Hit_Rate,Days
validation,0.9495170336827782,-0.0017584413930469278,0.044861114072576945,0.031135198198591667,0.94868326,0.03409826419535157,0.04242424242424241,0.5412621359223301,0.01343563,0.0045390152,0.008896615255049891,0.006388090550899506,2.558311055551331,0.5509708737864077,412
test,0.9500587237275732,-0.0030942494613646065,0.08647925800937106,0.02593317538466387,0.94859225,0.0856993581131512,0.10303030303030303,0.603448275862069,0.0114666065,-0.0020827272,0.013549334106948502,0.013393498491495848,5.2031901658025355,0.6403940886699507,406
